pub_id,doi,isbn,doc_type,authors,authors_clean,pub_year,title,source,volume,issue,pages,openalex_id,editor,location,edition,publisher,author_id
1602,https://doi.org/10.3109/13561820.2016.1142430,,Article,Laure Perrier; Chamila Adhihetty; Charlene Soobiah,,2016,Examining semantics in interprofessional research: A bibliometric study,Journal of Interprofessional Care,30,3,269-277,https://openalex.org/W2346102634,,,,Informa,449
1912,https://doi.org/10.7710/2162-3309.1121,,Article,K Burpee; Leila Fernandez,,2014,Scholarly Communication at Canadian Research Libraries: Conversations with Librarians,Journal of Librarianship and Scholarly Communication,2,2,,https://openalex.org/W2132438686,,,,Pacific University Library,1088
1913,https://doi.org/10.7710/2162-3309.2104,,Article,David James Johnston,,2017,Open Access Policies and Academic Freedom: Understanding and Addressing Conflicts,Journal of Librarianship and Scholarly Communication,5,1,,https://openalex.org/W2604895157,,,,Pacific University Library,937
1915,https://doi.org/10.7710/2162-3309.2209,,Article,Jacqueline Whyte Appleby; Jeanette Hatherill; Andrea Kosavic; Karen Meijer-Kline,,2018,Whatís in a Name? Exploring identity in the field of library journal publishing,Journal of Librarianship and Scholarly Communication,6,1,,https://openalex.org/W2783217427,,,,Pacific University Library,1034
1916,https://doi.org/10.7710/2162-3309.2216,,Article,Diane Dawson,,2018,Effective Practices and Strategies for Open Access Outreach: A Qualitative Study,Journal of Librarianship and Scholarly Communication,6,1,,https://openalex.org/W2790464658,,,,Pacific University Library,1349
1917,https://doi.org/10.7710/2162-3309.2243,,Article,Nicole Eva; Tara A. Wiebe,,2019,Whose Research is it Anyway? Academic Social Networks Versus Institutional Repositories,Journal of Librarianship and Scholarly Communication,7,1,,https://openalex.org/W2941622362,,,,Pacific University Library,1212
1914,https://doi.org/10.7710/2162-3309.2137,,Article,Nelly Cancilla; Bobby Glushko; Stephanie Orfano; Graeme Slaght,,2016,Engaging Faculty and Reducing Costs by Leveraging Collections: A Pilot Project to Reduce Course Pack Use,Journal of Librarianship and Scholarly Communication,,,,https://openalex.org/W2565430703,,,,Pacific University Library,975
542,https://doi.org/10.1080/1533290X.2012.684429,,Article,Nicole Eva,,2012,Improving Library Services to Satellite Campuses: The Case of the University of Lethbridge,Journal of Library & Information Services in Distance Learning,6,2,53-66,https://openalex.org/W2081945881,,,,Haworth Press,1212
543,https://doi.org/10.1080/1533290X.2013.804020,,Article,Pauline Dewan; Michael Steeleworthy,,2013,Incorporating Online Instruction in Academic Libraries: Getting Ahead of the Curve,Journal of Library & Information Services in Distance Learning,7,3,278-296,https://openalex.org/W1994151439,,,,Haworth Press,903
544,https://doi.org/10.1080/1533290X.2015.1063558,,Article,Nicole Eva,,2015,Improving Library Services to Satellite Campuses: A Follow-Up Study at the University of Lethbridge,Journal of Library & Information Services in Distance Learning,9,3,230-249,https://openalex.org/W2122640506,,,,Haworth Press,1212
2215,https://doi.org/10.1300/J111v32n01_16,,Article,Justine Wheeler; Leslie Fournier,,2001,Working in the Asynchronous Environment,Journal of Library Administration,32,02-Jan,425-438,https://openalex.org/W2808060706,,,,Taylor & Francis,2018
1028,https://doi.org/10.1300/J111v45n01_07,,Article,Rosie Croft; Naomi Eichenlaub,,2006,E-mail Reference in a Distributed Learning Environment,Journal of Library Administration,45,02-Jan,117-147,https://openalex.org/W2334259754,,,,Taylor & Francis,819
1029,https://doi.org/10.1300/J111v46n03_04,,Article,Lyle Ford; Lisa Hanson O'Hara,,2008,"It's All Academic: Google Scholar, Scirus, and Windows Live Academic Search",Journal of Library Administration,46,04-Mar,43-52,https://openalex.org/W2011758729,,,,Taylor & Francis,1188
2131,https://doi.org/10.1080/01930820903396780,,Article,Lisa German; Victoria Owen; Jill Parchuck; Beth Sandore,,2009,RLLF in the Rear-View Mirror: A Report on the Impact and Value of the ARL Academic Library Leadership Fellows Program,Journal of Library Administration,49,8,795-809,https://openalex.org/W1970886483,,,,Taylor & Francis,531
554,https://doi.org/10.1080/19386389.2012.700606,,Article,Stacy Allison-Cassin,,2012,The Possibility of the Infinite Library: Exploring the Conceptual Boundaries of Works and Texts of Bibliographic Description,Journal of Library Metadata,12,44595,294-309,https://openalex.org/W1968129968,,,,Haworth Press,1035
555,https://doi.org/10.1080/19386389.2016.1258891,,Article,Stacy Allison-Cassin,,2016,A Scenes Approach to Metadata Models for Music,Journal of Library Metadata,16,04-Mar,181-201,https://openalex.org/W2566736352,,,,Haworth Press,1035
557,https://doi.org/10.1080/19386389.2018.1443698,,Article,Alex Garnett; Amber Leahey; Dany Savard; Barbara Towell; Lee Wilson,,2017,Open Metadata for Research Data Discovery in Canada,Journal of Library Metadata,17,04-Mar,201-217,https://openalex.org/W2789253917,,,,Haworth Press,1071
556,https://doi.org/10.1080/19386389.2017.1285141,,Article,Sharon Farnel,,2017,Understanding Community Appropriate Metadata through Bernstein's Theory of Language Codes,Journal of Library Metadata,,,,https://openalex.org/W2594129993,,,,Haworth Press,1488
65,https://doi.org/10.1002/jmri.20651,,Article,Tatiana Zaraiskaya; Dinesh Kumbhare; Michael D. Noseworthy,,2006,Diffusion tensor imaging in evaluation of human skeletal muscle injury,Journal of Magnetic Resonance Imaging,24,2,402-408,https://openalex.org/W2032234501,,,,Wiley-Blackwell,1643
2324,https://doi.org/10.3390/jmse8060382,,Article,Efflam Guillou; Carole Cyr; Jean FranÁois Laplante; FranÁois Bourque; Nicolas Toupoint; RÈjean Tremblay,,2020,"Commercial Performance of Blue Mussel (Mytilus edulis, L.) Stocks at a Microgeographic Scale",Journal of Marine Science and Engineering,8,6,,https://openalex.org/W3030865503,,,,MDPI,1649
1469,https://doi.org/10.2196/jmir.2569,,Article,Gondy Leroy; James E. Endicott; David Kauchak; Obay Mouradi; Melissa L. Just,,2013,"User Evaluation of the Effects of a Text Simplification Algorithm Using Term Familiarity on Perception, Understanding, Learning, and Information Retention",Journal of Medical Internet Research,15,7,,https://openalex.org/W1967093386,,,,JMIR Publications,1356
1470,https://doi.org/10.2196/jmir.6250,,Article,Caitlin J Bakker; Carol A. Stephenson; Erin L. Stephenson; Debbie Chaves,,2017,Public Funding and Open Access to Research: A Review of Canadian Multiple Sclerosis Research,Journal of Medical Internet Research,19,2,,https://openalex.org/W2593988437,,,,JMIR Publications,893
1471,https://doi.org/10.2196/jmir.9701,,Article,Kristy Wittmeier; Kendall Hobbs-Murison; Cindy Holland; Elizabeth Crawford; Hal Loewen; Melanie Morris; Suyin A. Lum Min; Ahmed M Abou-Setta; Richard Keijzer,,2018,Identifying Information Needs for Hirschsprung Disease Through Caregiver Involvement via Social Media: A Prioritization Study and Literature Review,Journal of Medical Internet Research,20,12,,https://openalex.org/W2890712312,,,,JMIR Publications,1171
1767,https://doi.org/10.5325/jmodeperistud.6.2.0161,,Article,J. Matthew Huculak,,2016,"Reading Forensically: Modernist Paper, Newfoundland, and Transatlantic Materiality",Journal of Modern Periodical Studies,6,2,161-190,https://openalex.org/W2275619755,,,,Penn State University Press,1242
573,https://doi.org/10.1089/neu.2015.4292,,Article,Samuel Fineblit; Erin Selci; Hal Loewen; Michael J. Ellis; Kelly Russell,,2016,Health-Related Quality of Life after Pediatric Mild Traumatic Brain Injury/Concussion: A Systematic Review,Journal of Neurotrauma,33,17,1561-1568,https://openalex.org/W2283197677,,,,"Mary Ann Liebert, Inc.",1171
1453,https://doi.org/10.21173/newlibs/6/13,,Article,Afra Bolefski,,2019,"""Youíre one of usî: The impact of propinquity on a liaison librarianís professional identity",Journal of new librarianship,4,1,188-192,https://openalex.org/W2944070211,,,,University of Colorado at Boulder,1150
1452,https://doi.org/10.21173/newlibs/3/9,,Article,Bobby Glushko; Erin Huner,,2017,Knowledge exchange: Intentional partnering between the research administration office and the academic library,Journal of new librarianship,,,,https://openalex.org/W2781588494,,,,University of Colorado at Boulder,975
2354,https://doi.org/10.5430/jnep.v7n6p18,,Article,AmÈlie Blanchet Garneau; Patrick Lavoie; Myrian Grondin,,2017,Dichotomy and dialogue in conceptualizations of competency in health professionalsí education,Journal of Nursing Education and Practice,7,6,18-26,https://openalex.org/W2572757685,,,,Sciedu Press,598
2114,https://doi.org/10.1016/s1701-2163(16)35414-7,,Article,Katherine J. Miller; Carol Couchie; William Ehman; Lisa Graves; Stefan Grzybowski; Jennifer Medves; Kaitlin Dupuis; Lynn Dunikowski; Patricia Marturano; Vyta Senikas; Ruth Wilson; John Wootton,,2012,Rural Maternity Care,Journal of obstetrics and gynaecology Canada,34,10,984-991,https://openalex.org/W2096385847,,,,Elsevier BV,967
2115,https://doi.org/10.1016/s1701-2163(16)35415-9,,Article,Katherine J. Miller; Carol Couchie; William Ehman; Lisa Graves; Stefan Grzybowski; Jennifer Medves; Kaitlin Dupuis; Lynn Dunikowski; Patricia Marturano; Vyta Senikas; Ruth Wilson; John Wootton,,2012,Soins de maternitÈ en rÈgion rurale,Journal of obstetrics and gynaecology Canada,34,10,992-1000,https://openalex.org/W2302132739,,,,Elsevier BV,967
407,https://doi.org/10.1021/jo5026354,,Article,Marc G. Civit; Xavier Sanz; Christopher M. Vogels; Jonathan D. Webb; Stephen J. Geier; Andreas Decken; Carles Bo; Stephen A. Westcott; Elena Fernandez,,2015,"Thioboration of ?,?-Unsaturated Ketones and Aldehydes toward the Synthesis of ?-Sulfido Carbonyl Compounds",Journal of Organic Chemistry,80,4,2148-2154,https://openalex.org/W1898629866,,,,American Chemical Society,1283
298,https://doi.org/10.1016/j.jorganchem.2018.11.001,,Article,Meagan B. Kindervater; Justin F. Binder; Samuel R. Baird; Christopher M. Vogels; Stephen J. Geier; Charles L. B. Macdonald; Stephen A. Westcott,,2019,The phosphinoboration of 2-diphenylphosphino benzaldehyde and related aldimines,Journal of Organometallic Chemistry,880,,378-385,https://openalex.org/W2900268181,,,,Elsevier BV,1283
2121,https://doi.org/10.1023/b:jopl.0000029429.13621.68,,Article,Yves Couillard; Michel Courcelles; Antonella Cattaneo; Sybille Wunsam,,2004,"A test of the integrity of metal records in sediment cores based on the documented history of metal contamination in Lac Dufault (QuÈbec, Canada)",Journal of Paleolimnology,32,2,149-162,https://openalex.org/W2021116145,,,,Springer Science+Business Media,597
2122,https://doi.org/10.1023/b:jopl.0000029430.78278.a5,,Article,Antonella Cattaneo; Yves Couillard; Sybille Wunsam; Michel Courcelles,,2004,"Diatom taxonomic and morphological changes as indicators of metal pollution and recovery in Lac Dufault (QuÈbec, Canada)",Journal of Paleolimnology,32,2,163-175,https://openalex.org/W2048648115,,,,Springer Science+Business Media,597
126,https://doi.org/10.1007/s10933-007-9146-6,,Article,Yves Couillard; Antonella Cattaneo; CÈline Gallon; Michel Courcelles,,2008,Sources and chronology of fifteen elements in the sediments of lakes affected by metal deposition in a mining area,Journal of Paleolimnology,40,1,97-114,https://openalex.org/W2017479028,,,,Springer Science+Business Media,597
2156,https://doi.org/10.1097/pts.0000000000000889,,Article,Khara M Sauro; Matthew Machan; Liam Whalen-Browne; Victoria Owen; Guosong Wu; Henry T Stelfox,,2021,Evolving Factors in Hospital Safety: A Systematic Review and Meta-Analysis of Hospital Adverse Events,Journal of Patient Safety,17,8,e1285-e1295,https://openalex.org/W4288066214,,,,Lippincott Williams & Wilkins,531
327,https://doi.org/10.1016/j.pedn.2017.04.016,,Article,Bukola Salami; Shela Akbar Ali Hirani; Salima Meherali; Oluwakemi C. Amodu; Thane Chambers,,2017,Parenting Practices of African Immigrants in Destination Countries: A Qualitative Research Synthesis,Journal of Pediatric Nursing,,,,https://openalex.org/W2614143746,,,,Elsevier BV,1485
588,https://doi.org/10.1093/jphsr/rmab040,,Article,Damilola T Olufemi-Yusuf; Janice Y. Kung; Lisa M. Guirguis,,2021,"Medication reviews in community pharmacy: a scoping review of policy, practice and research in Canada",Journal of Pharmaceutical Health Services Research,,,,https://openalex.org/W3184421666,,,,Wiley-Blackwell,1457
2120,https://doi.org/10.1021/js960332v,,Article,Eric Hudon; Jean-Jacques Rondeau; Vincent Lenaerts; Patrick W¸rthrich; FrancÁois Boutignon; Romano Deghenghi; Sylvie Marleau; N. Yamaguchi; Albert Adam; Huy Ong,,1997,Radioimmunoassay of Meterelin and Pharmacokinetics after Single Injection and Implant Administration in Dogs,Journal of Pharmaceutical Sciences,86,2,172-178,https://openalex.org/W2050848131,,,,Elsevier BV,687
1154,https://doi.org/10.18433/jpps32590,,Article,Yiyun Hu; Janice Kung; Andrew Cave; Hoan Linh Banh,,2022,Effects of Vitamin D Serum Level on Morbidity and Mortality in Patients with COVID-19: A Systematic Review and Meta-Analysis,Journal of Pharmacy and Pharmaceutical Sciences,,,,https://openalex.org/W4214951943,,,,Canadian Society for Pharmaceutical Sciences,1457
1153,https://doi.org/10.18433/jpps31632,,Article,Ling Liang; Janice Y Kung; Bradley R. Mitchelmore; Jasmine Gill; Andrew Cave; Hoan Linh Banh,,2021,Angiotensin-Converting Enzyme Inhibitor Induced Cough in Chinese Patients: a Systematic Review and Meta-analysis,Journal of Pharmacy and Pharmaceutical Sciences,,,,https://openalex.org/W3141291630,,,,Canadian Society for Pharmaceutical Sciences,1457
408,https://doi.org/10.1021/jp104306j,,Article,Li Zhang; Liya Wang; Chris M. B. Holt; Titichai Navessin; Kourosh Malek; Michael Eikerling; David Mitlin,,2010,Oxygen Reduction Reaction Activity and Electrochemical Stability of Thin-Film Bilayer Systems of Platinum on Niobium Oxide,Journal of Physical Chemistry C,114,39,,https://openalex.org/W1964782519,,,,American Chemical Society,1375
409,https://doi.org/10.1021/jp2049684,,Article,Huatao Wang; Li Zhang; Durga Misra; Chris M. B. Holt; Beniamin Zahiri; Brian C. Olsen; David Mitlin,,2011,Supercapacitive Properties of Hydrothermally Synthesized Co<sub>3</sub>O<sub>4</sub> Nanostructures,Journal of Physical Chemistry C,115,35,,https://openalex.org/W2331165730,,,,American Chemical Society,1375
410,https://doi.org/10.1021/jp205052f,,Article,Li Zhang; Chris M. B. Holt; Erik J. Luber; Brian C. Olsen; Huatao Wang; Mohsen Danaie; Xinwei Cui; Durga Misra; Vicki W. Lui; W. Peter Kalisvaart; David Mitlin,,2011,High Rate Electrochemical Capacitors from Three-Dimensional Arrays of Vanadium Nitride Functionalized Carbon Nanotubes,Journal of Physical Chemistry C,3,,,https://openalex.org/W2326642132,,,,American Chemical Society,1375
2147,https://doi.org/10.1080/15512169.2019.1623048,,Article,Andrew M. Robinson; Michelle Goodridge,,2019,Objective Assessment of Pedagogical Effectiveness and the Human Rights Foreign Policy Simulation Game,Journal of Political Science Education,17,2,213-233,https://openalex.org/W2965751039,,,,Taylor & Francis,897
1768,https://doi.org/10.5325/jpoststud.4.2.0166,,Article,Dueck,,2020,Describing the Unspeakable: Psychedelic Communication Technologies and the Development of a Posthuman Language,Journal of posthuman studies,4,2,,https://openalex.org/W3116603287,,,,Penn State University Press,1154
1030,https://doi.org/10.1300/J112v05n03_07,,Article,Greg Sennema,,2002,The Christian Reformed Church Periodical Index,Journal of Religious & Theological Information,5,(3-4),119-134,https://openalex.org/W2084804822,,,,Taylor & Francis,902
